date,client_id,campaign_id,ad_id,creative_id,spend,impressions,clicks,landing_page_views,add_to_carts,purchases,revenue,data_type
2026-09-04,brio,brio_cmp_001,brio_ad_004,brio_cr_004,39.88,2628,39,35,1,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_001,brio_ad_004,brio_cr_004,40.76,2894,32,32,2,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_001,brio_ad_004,brio_cr_004,40.61,2420,44,37,1,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_001,brio_ad_004,brio_cr_004,40.21,2220,31,30,2,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_001,brio_ad_004,brio_cr_004,42.41,2483,44,39,1,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_001,brio_ad_004,brio_cr_004,32.07,1869,26,25,1,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_001,brio_ad_004,brio_cr_004,35.13,2135,40,36,1,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_001,brio_ad_004,brio_cr_004,41.24,2348,53,47,1,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_001,brio_ad_004,brio_cr_004,37.56,1991,26,25,0,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_001,brio_ad_004,brio_cr_004,44.82,2672,51,47,4,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_002,brio_ad_005,brio_cr_005,37.87,2212,22,21,3,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_002,brio_ad_005,brio_cr_005,27.76,1624,26,26,3,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_002,brio_ad_005,brio_cr_005,39.91,2280,36,33,5,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_002,brio_ad_005,brio_cr_005,29.76,1825,28,27,0,1,263.39,demo_synthetic
2026-07-20,brio,brio_cmp_002,brio_ad_005,brio_cr_005,30.78,1983,20,16,0,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_002,brio_ad_005,brio_cr_005,24.76,1690,26,24,0,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.28,1865,26,25,1,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_002,brio_ad_005,brio_cr_005,24.72,1481,16,14,1,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_002,brio_ad_005,brio_cr_005,28.2,1623,21,17,0,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_002,brio_ad_005,brio_cr_005,29.06,1941,23,20,4,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_002,brio_ad_005,brio_cr_005,36.58,2467,43,40,5,1,286.52,demo_synthetic
2026-07-27,brio,brio_cmp_002,brio_ad_005,brio_cr_005,38.47,2214,25,22,2,1,295.2,demo_synthetic
2026-07-28,brio,brio_cmp_002,brio_ad_005,brio_cr_005,35.17,1945,33,30,3,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_002,brio_ad_005,brio_cr_005,35.52,2130,31,30,3,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_002,brio_ad_005,brio_cr_005,30.54,1829,29,27,1,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.84,2065,52,45,0,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_002,brio_ad_005,brio_cr_005,29.33,2026,25,25,0,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_002,brio_ad_005,brio_cr_005,32.74,1959,30,27,2,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.82,1899,29,26,0,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.25,1926,25,21,3,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_002,brio_ad_005,brio_cr_005,26.08,1625,32,29,0,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_002,brio_ad_005,brio_cr_005,35.54,2252,32,29,4,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_002,brio_ad_005,brio_cr_005,27.7,1809,30,27,2,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.53,2284,44,38,5,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.65,1993,23,19,1,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.44,2087,21,21,1,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_002,brio_ad_005,brio_cr_005,24.19,1598,21,20,3,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_002,brio_ad_005,brio_cr_005,32.13,1984,26,24,3,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_002,brio_ad_005,brio_cr_005,30.72,2257,34,32,3,1,292.1,demo_synthetic
2026-08-14,brio,brio_cmp_002,brio_ad_005,brio_cr_005,37.99,2729,38,30,5,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.7,1884,33,29,4,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_002,brio_ad_005,brio_cr_005,28.57,2030,22,20,0,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.08,2046,26,24,4,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_002,brio_ad_005,brio_cr_005,34.63,2098,29,27,3,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.76,2313,42,36,6,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_002,brio_ad_005,brio_cr_005,29.01,1991,27,24,2,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.71,2042,26,20,2,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.48,2013,19,17,0,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.02,1958,39,36,6,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_002,brio_ad_005,brio_cr_005,32.82,2280,29,27,4,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_002,brio_ad_005,brio_cr_005,27.93,2070,30,30,4,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_002,brio_ad_005,brio_cr_005,34.21,2086,23,19,3,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_002,brio_ad_005,brio_cr_005,36.37,2041,31,28,1,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_002,brio_ad_005,brio_cr_005,32.18,2002,15,13,0,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_002,brio_ad_005,brio_cr_005,30.77,2135,35,30,5,2,542.25,demo_synthetic
2026-08-30,brio,brio_cmp_002,brio_ad_005,brio_cr_005,39.55,2475,49,49,4,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.24,2080,40,37,3,2,587.06,demo_synthetic
2026-09-01,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.37,2059,30,25,2,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_002,brio_ad_005,brio_cr_005,39.19,2363,31,30,1,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_002,brio_ad_005,brio_cr_005,34.08,2023,44,42,3,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.19,2111,35,33,3,1,277.46,demo_synthetic
2026-09-05,brio,brio_cmp_002,brio_ad_005,brio_cr_005,30.85,1858,22,22,2,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_002,brio_ad_005,brio_cr_005,43.59,3056,52,48,5,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_002,brio_ad_005,brio_cr_005,29.29,1891,23,23,1,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_002,brio_ad_005,brio_cr_005,28.19,1742,34,31,3,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_002,brio_ad_005,brio_cr_005,28.1,1613,24,21,0,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_002,brio_ad_005,brio_cr_005,32.28,1761,16,16,1,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_002,brio_ad_005,brio_cr_005,31.95,2059,33,32,2,1,267.53,demo_synthetic
2026-09-12,brio,brio_cmp_002,brio_ad_005,brio_cr_005,45.0,2959,49,46,2,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_002,brio_ad_005,brio_cr_005,33.88,2277,18,18,2,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.86,2091,30,25,2,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.52,2122,29,27,1,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.42,2875,57,53,4,1,297.95,demo_synthetic
2026-07-19,brio,brio_cmp_002,brio_ad_006,brio_cr_006,27.54,2062,24,23,2,1,283.55,demo_synthetic
2026-07-20,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.52,1810,40,34,3,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_002,brio_ad_006,brio_cr_006,32.26,2370,42,35,2,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.62,2052,35,31,1,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.75,2341,35,34,2,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_002,brio_ad_006,brio_cr_006,31.45,2099,29,27,3,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_002,brio_ad_006,brio_cr_006,23.13,1712,25,20,0,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_002,brio_ad_006,brio_cr_006,38.77,3085,43,41,2,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.65,2709,53,49,1,1,295.32,demo_synthetic
2026-07-28,brio,brio_cmp_002,brio_ad_006,brio_cr_006,31.5,2284,36,33,1,1,296.64,demo_synthetic
2026-07-29,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.63,2302,32,29,1,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_002,brio_ad_006,brio_cr_006,24.04,1707,28,24,0,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.57,2809,41,38,4,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.51,2085,37,35,1,1,252.25,demo_synthetic
2026-08-02,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.55,2640,51,40,5,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.01,2475,39,36,0,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.21,2404,38,36,2,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.95,1810,26,25,5,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_002,brio_ad_006,brio_cr_006,31.91,2438,37,36,3,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_002,brio_ad_006,brio_cr_006,32.7,2261,45,40,6,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_002,brio_ad_006,brio_cr_006,46.07,3385,55,48,2,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.27,2618,47,43,4,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_002,brio_ad_006,brio_cr_006,28.98,1887,35,30,1,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.71,2330,29,28,2,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.73,2005,34,33,4,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_002,brio_ad_006,brio_cr_006,36.1,2853,61,59,5,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.59,2058,41,38,4,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.2,2842,50,47,2,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_002,brio_ad_006,brio_cr_006,39.15,2492,55,48,2,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_002,brio_ad_006,brio_cr_006,38.38,2639,38,35,1,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.65,2041,38,37,2,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_002,brio_ad_006,brio_cr_006,31.05,2383,38,32,2,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_002,brio_ad_006,brio_cr_006,35.62,2315,46,41,6,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_002,brio_ad_006,brio_cr_006,38.8,2590,34,33,2,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.97,2265,43,42,4,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_002,brio_ad_006,brio_cr_006,25.32,1693,16,13,1,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_002,brio_ad_006,brio_cr_006,28.4,2136,36,31,2,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.87,2415,41,37,5,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_002,brio_ad_006,brio_cr_006,25.99,1865,30,27,0,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_002,brio_ad_006,brio_cr_006,32.71,2464,40,38,2,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.8,2219,26,25,1,1,258.12,demo_synthetic
2026-08-29,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.49,2271,34,31,3,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_002,brio_ad_006,brio_cr_006,35.32,2735,48,46,6,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.81,2456,49,49,3,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_002,brio_ad_006,brio_cr_006,34.82,2601,51,49,5,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_002,brio_ad_006,brio_cr_006,37.16,3154,41,39,4,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_002,brio_ad_006,brio_cr_006,26.99,1774,26,25,3,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.33,2307,45,39,1,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_002,brio_ad_006,brio_cr_006,28.23,2271,45,42,3,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.15,2292,44,41,4,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.19,1931,31,27,3,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_002,brio_ad_006,brio_cr_006,38.83,2875,50,41,3,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_002,brio_ad_006,brio_cr_006,29.35,2207,35,32,2,1,310.91,demo_synthetic
2026-09-10,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.17,2506,37,35,2,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_002,brio_ad_006,brio_cr_006,30.14,2088,35,32,1,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_002,brio_ad_006,brio_cr_006,33.82,2576,44,44,3,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_002,brio_ad_006,brio_cr_006,30.85,2055,40,40,2,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_002,brio_ad_007,brio_cr_007,25.22,1703,48,39,2,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.28,2200,42,41,1,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_002,brio_ad_007,brio_cr_007,32.83,2391,42,39,4,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_002,brio_ad_007,brio_cr_007,38.59,2721,48,44,4,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_002,brio_ad_007,brio_cr_007,38.1,2373,49,45,6,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.23,2209,50,43,3,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.6,1854,49,42,2,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.25,2144,43,41,4,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.12,2017,33,28,1,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.92,2646,39,38,4,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.05,1668,26,21,3,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.04,2325,40,38,3,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.98,2141,39,37,4,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.81,2622,64,55,3,1,273.34,demo_synthetic
2026-07-30,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.31,2353,51,44,4,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.02,3051,62,53,5,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_002,brio_ad_007,brio_cr_007,37.65,2613,47,43,2,1,316.01,demo_synthetic
2026-08-02,brio,brio_cmp_002,brio_ad_007,brio_cr_007,30.62,2116,35,33,1,1,286.78,demo_synthetic
2026-08-03,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.12,2232,43,40,2,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_002,brio_ad_007,brio_cr_007,28.36,1928,34,32,4,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_002,brio_ad_007,brio_cr_007,37.71,2514,52,47,3,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.34,2489,46,44,2,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_002,brio_ad_007,brio_cr_007,29.39,2141,60,56,4,3,807.0,demo_synthetic
2026-08-08,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.79,1891,34,30,2,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_002,brio_ad_007,brio_cr_007,37.45,2859,54,46,3,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.77,2400,37,34,2,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.98,2293,38,33,3,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.42,1871,30,27,2,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_002,brio_ad_007,brio_cr_007,39.48,2643,51,43,2,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.85,2719,60,57,3,1,277.78,demo_synthetic
2026-08-15,brio,brio_cmp_002,brio_ad_007,brio_cr_007,30.05,2131,37,34,4,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_002,brio_ad_007,brio_cr_007,38.78,2804,48,45,2,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_002,brio_ad_007,brio_cr_007,37.02,2692,51,50,3,1,333.89,demo_synthetic
2026-08-18,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.06,1892,31,30,0,1,290.47,demo_synthetic
2026-08-19,brio,brio_cmp_002,brio_ad_007,brio_cr_007,36.54,2510,47,43,1,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_002,brio_ad_007,brio_cr_007,38.82,2989,67,55,3,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.76,2364,42,36,3,1,272.89,demo_synthetic
2026-08-22,brio,brio_cmp_002,brio_ad_007,brio_cr_007,32.93,2182,36,35,3,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.92,2746,50,42,2,1,287.07,demo_synthetic
2026-08-24,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.85,2502,44,41,4,1,309.82,demo_synthetic
2026-08-25,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.93,2327,42,37,2,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.93,2501,32,30,1,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.85,2540,53,49,2,1,264.54,demo_synthetic
2026-08-28,brio,brio_cmp_002,brio_ad_007,brio_cr_007,28.15,1938,47,41,2,1,252.11,demo_synthetic
2026-08-29,brio,brio_cmp_002,brio_ad_007,brio_cr_007,33.81,2573,43,42,2,1,296.84,demo_synthetic
2026-08-30,brio,brio_cmp_002,brio_ad_007,brio_cr_007,30.16,2160,41,38,2,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.32,1854,31,29,2,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.12,2163,46,41,5,1,302.79,demo_synthetic
2026-09-02,brio,brio_cmp_002,brio_ad_007,brio_cr_007,27.31,1940,26,22,1,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.56,2321,41,35,2,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_002,brio_ad_007,brio_cr_007,34.36,2441,41,40,1,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_002,brio_ad_007,brio_cr_007,37.2,2550,52,46,3,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_002,brio_ad_007,brio_cr_007,32.94,2429,53,48,5,1,276.57,demo_synthetic
2026-09-07,brio,brio_cmp_002,brio_ad_007,brio_cr_007,22.71,1419,27,25,1,1,281.21,demo_synthetic
2026-09-08,brio,brio_cmp_002,brio_ad_007,brio_cr_007,31.68,2111,43,34,4,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_002,brio_ad_007,brio_cr_007,30.06,2026,51,45,4,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_002,brio_ad_007,brio_cr_007,36.05,2285,46,41,1,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_002,brio_ad_007,brio_cr_007,41.89,2772,59,55,9,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_002,brio_ad_007,brio_cr_007,35.04,2673,58,54,5,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_002,brio_ad_007,brio_cr_007,38.95,2458,61,54,0,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.46,2722,36,32,2,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_002,brio_ad_008,brio_cr_008,35.16,2426,43,35,2,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_002,brio_ad_008,brio_cr_008,47.31,2929,37,34,2,1,298.39,demo_synthetic
2026-07-19,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.78,2223,34,32,0,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.57,2058,35,34,3,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_002,brio_ad_008,brio_cr_008,23.64,1480,20,16,1,1,307.25,demo_synthetic
2026-07-22,brio,brio_cmp_002,brio_ad_008,brio_cr_008,37.55,2448,46,42,3,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_002,brio_ad_008,brio_cr_008,33.86,2425,44,38,0,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_002,brio_ad_008,brio_cr_008,30.42,1877,25,22,2,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.06,2096,34,33,2,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.22,1864,32,29,0,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.86,1938,22,18,2,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_002,brio_ad_008,brio_cr_008,28.01,1843,28,25,0,1,253.71,demo_synthetic
2026-07-29,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.07,2151,35,32,4,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_002,brio_ad_008,brio_cr_008,35.75,2173,33,27,1,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_002,brio_ad_008,brio_cr_008,30.58,1777,35,31,2,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_002,brio_ad_008,brio_cr_008,36.48,2102,36,33,1,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_002,brio_ad_008,brio_cr_008,43.65,2673,39,36,3,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.13,1823,31,26,0,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_002,brio_ad_008,brio_cr_008,26.94,1748,20,18,0,1,242.16,demo_synthetic
2026-08-05,brio,brio_cmp_002,brio_ad_008,brio_cr_008,28.99,1620,24,21,1,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.26,2306,26,23,2,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.13,2035,25,20,0,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.63,1820,26,23,0,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_002,brio_ad_008,brio_cr_008,33.02,1859,31,28,1,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_002,brio_ad_008,brio_cr_008,33.48,2322,32,31,2,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.65,1977,26,24,3,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_002,brio_ad_008,brio_cr_008,27.54,1840,31,28,1,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_002,brio_ad_008,brio_cr_008,32.3,2311,31,29,4,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_002,brio_ad_008,brio_cr_008,36.38,2316,48,44,2,1,231.36,demo_synthetic
2026-08-15,brio,brio_cmp_002,brio_ad_008,brio_cr_008,30.03,1638,28,26,0,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.46,1883,40,36,3,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_002,brio_ad_008,brio_cr_008,26.37,1661,30,28,1,2,573.44,demo_synthetic
2026-08-18,brio,brio_cmp_002,brio_ad_008,brio_cr_008,35.15,2055,22,20,1,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_002,brio_ad_008,brio_cr_008,29.25,1691,28,28,1,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_002,brio_ad_008,brio_cr_008,25.86,1677,38,37,2,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.16,1898,23,19,1,2,578.73,demo_synthetic
2026-08-22,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.1,2203,29,24,1,1,284.82,demo_synthetic
2026-08-23,brio,brio_cmp_002,brio_ad_008,brio_cr_008,35.25,2724,39,35,2,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_002,brio_ad_008,brio_cr_008,31.59,2203,37,33,0,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_002,brio_ad_008,brio_cr_008,34.41,2269,33,31,2,0,0,demo_synthetic
